emotion,frame,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
Surprise,7,0.26,0.0,0.38,0.0,0.3,0.86,0.0,0.19,0.64,0.09,0.0,0.05,0.0,0.0,2.13,1.2,0.25
Surprise,8,0.28,0.06,0.35,0.0,0.35,0.92,0.0,0.15,0.63,0.11,0.0,0.1,0.0,0.0,2.05,1.21,0.23
Surprise,9,0.35,0.17,0.33,0.0,0.38,1.03,0.0,0.1,0.62,0.05,0.0,0.15,0.0,0.0,1.96,1.18,0.21
Surprise,10,0.36,0.21,0.31,0.02,0.44,1.12,0.0,0.09,0.66,0.07,0.0,0.2,0.0,0.0,1.86,1.2,0.23
Surprise,11,0.34,0.21,0.28,0.02,0.46,1.18,0.0,0.1,0.66,0.07,0.0,0.19,0.0,0.0,1.88,1.15,0.27
Surprise,12,0.29,0.2,0.24,0.06,0.46,1.24,0.0,0.14,0.67,0.08,0.0,0.16,0.0,0.0,1.9,1.2,0.33
Surprise,13,0.28,0.18,0.21,0.04,0.43,1.24,0.0,0.17,0.66,0.04,0.0,0.17,0.0,0.0,1.89,1.24,0.3
Surprise,14,0.29,0.2,0.23,0.09,0.39,1.34,0.0,0.18,0.66,0.01,0.0,0.14,0.0,0.0,1.82,1.23,0.36
Surprise,15,0.24,0.13,0.19,0.06,0.35,1.26,0.0,0.14,0.64,0.0,0.0,0.12,0.0,0.0,1.82,1.24,0.43
Surprise,16,0.21,0.17,0.17,0.1,0.36,1.37,0.0,0.08,0.65,0.0,0.0,0.06,0.0,0.0,1.87,1.26,0.54
Surprise,17,0.16,0.13,0.14,0.07,0.36,1.29,0.0,0.02,0.65,0.0,0.0,0.08,0.0,0.0,1.92,1.34,0.56
Surprise,18,0.16,0.11,0.18,0.07,0.4,1.35,0.0,0.04,0.66,0.01,0.0,0.08,0.0,0.0,1.96,1.37,0.52
Surprise,19,0.13,0.06,0.2,0.05,0.44,1.34,0.0,0.07,0.66,0.01,0.0,0.11,0.0,0.0,1.95,1.39,0.51
Surprise,20,0.1,0.01,0.21,0.02,0.52,1.35,0.0,0.12,0.68,0.01,0.0,0.16,0.0,0.0,1.92,1.42,0.45
Surprise,21,0.08,0.02,0.18,0.02,0.52,1.42,0.0,0.19,0.7,0.0,0.0,0.19,0.0,0.0,1.9,1.44,0.37
Surprise,22,0.09,0.02,0.14,0.01,0.52,1.41,0.0,0.24,0.73,0.0,0.0,0.2,0.0,0.0,1.93,1.47,0.29
Surprise,23,0.07,0.02,0.07,0.01,0.51,1.39,0.0,0.3,0.74,0.0,0.0,0.16,0.0,0.0,1.89,1.52,0.3
Surprise,24,0.03,0.0,0.08,0.01,0.54,1.31,0.0,0.31,0.75,0.03,0.0,0.12,0.0,0.0,1.83,1.57,0.21
Surprise,25,0.0,0.0,0.13,0.0,0.58,1.29,0.0,0.3,0.75,0.04,0.0,0.06,0.0,0.0,1.78,1.62,0.17
Surprise,26,0.0,0.0,0.16,0.0,0.62,1.28,0.0,0.29,0.78,0.07,0.0,0.03,0.0,0.0,1.82,1.61,0.05
Surprise,27,0.0,0.0,0.16,0.0,0.65,1.27,0.0,0.29,0.8,0.09,0.0,0.06,0.0,0.0,1.8,1.64,0.06
Surprise,28,0.0,0.0,0.19,0.0,0.62,1.25,0.0,0.25,0.78,0.09,0.0,0.06,0.0,0.0,1.75,1.59,0.06
Surprise,29,0.01,0.01,0.27,0.0,0.58,1.41,0.0,0.14,0.68,0.05,0.0,0.07,0.0,0.0,1.77,1.56,0.05
Surprise,30,0.01,0.01,0.32,0.0,0.52,1.52,0.0,0.05,0.62,0.0,0.0,0.02,0.0,0.0,1.79,1.5,0.04
Surprise,31,0.01,0.01,0.25,0.0,0.51,1.62,0.0,0.02,0.59,0.0,0.0,0.01,0.0,0.0,1.84,1.56,0.0
Surprise,32,0.02,0.01,0.2,0.0,0.49,1.6,0.0,0.02,0.59,0.0,0.0,0.0,0.0,0.0,1.9,1.63,0.0
Surprise,33,0.02,0.04,0.18,0.0,0.49,1.56,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,1.95,1.7,0.0
Surprise,34,0.02,0.06,0.25,0.0,0.48,1.53,0.0,0.0,0.6,0.02,0.0,0.0,0.0,0.0,1.93,1.72,0.07
Surprise,35,0.02,0.06,0.28,0.0,0.47,1.49,0.0,0.03,0.62,0.02,0.0,0.0,0.0,0.0,1.92,1.7,0.13
Surprise,36,0.08,0.11,0.33,0.03,0.43,1.57,0.0,0.03,0.62,0.02,0.0,0.0,0.0,0.0,1.89,1.65,0.17
Surprise,37,0.14,0.1,0.31,0.06,0.41,1.64,0.0,0.05,0.6,0.0,0.0,0.02,0.0,0.0,1.88,1.58,0.17
Surprise,38,0.2,0.12,0.32,0.06,0.39,1.65,0.0,0.06,0.59,0.0,0.0,0.04,0.01,0.0,1.85,1.61,0.16
Surprise,39,0.24,0.08,0.33,0.07,0.38,1.45,0.0,0.09,0.56,0.0,0.0,0.09,0.01,0.0,1.82,1.63,0.13
Surprise,40,0.25,0.07,0.36,0.06,0.38,1.29,0.0,0.11,0.52,0.0,0.0,0.17,0.01,0.0,1.82,1.63,0.07
Surprise,41,0.19,0.04,0.36,0.15,0.35,1.23,0.0,0.1,0.53,0.0,0.0,0.22,0.0,0.0,1.8,1.65,0.01
Surprise,42,0.12,0.0,0.37,0.14,0.34,1.36,0.0,0.1,0.56,0.0,0.0,0.22,0.0,0.0,1.81,1.74,0.01
Surprise,43,0.14,0.0,0.33,0.15,0.32,1.46,0.0,0.08,0.52,0.0,0.0,0.17,0.0,0.0,1.79,1.82,0.0
Surprise,44,0.22,0.0,0.25,0.07,0.3,1.41,0.0,0.08,0.48,0.0,0.0,0.12,0.0,0.0,1.8,1.81,0.0
Surprise,45,0.28,0.0,0.19,0.04,0.29,1.52,0.0,0.05,0.45,0.0,0.0,0.08,0.0,0.0,1.8,1.72,0.0
Surprise,46,0.27,0.0,0.11,0.03,0.29,1.55,0.0,0.05,0.45,0.0,0.0,0.15,0.0,0.0,1.8,1.72,0.0
Surprise,47,0.23,0.0,0.06,0.07,0.31,1.68,0.0,0.03,0.44,0.0,0.0,0.23,0.0,0.0,1.77,1.7,0.0
Surprise,48,0.2,0.01,0.05,0.07,0.22,1.61,0.0,0.03,0.4,0.0,0.0,0.25,0.0,0.0,1.84,1.73,0.0
Surprise,49,0.17,0.05,0.1,0.05,0.11,1.66,0.0,0.01,0.36,0.0,0.0,0.14,0.0,0.0,1.86,1.73,0.0
Surprise,50,0.15,0.05,0.11,0.01,0.01,1.64,0.0,0.0,0.33,0.0,0.0,0.03,0.0,0.0,1.9,1.76,0.0
Surprise,51,0.18,0.04,0.09,0.01,0.0,1.45,0.0,0.0,0.32,0.0,0.0,0.04,0.0,0.0,1.88,1.8,0.0
Surprise,52,0.18,0.0,0.08,0.0,0.01,1.26,0.0,0.0,0.32,0.0,0.0,0.09,0.0,0.0,1.89,1.81,0.0
Surprise,53,0.29,0.0,0.07,0.0,0.01,0.96,0.0,0.0,0.3,0.0,0.02,0.09,0.0,0.0,1.93,1.77,0.0
Surprise,54,0.33,0.0,0.08,0.0,0.01,0.88,0.0,0.0,0.3,0.0,0.04,0.06,0.0,0.0,1.94,1.73,0.0
Surprise,55,0.35,0.0,0.1,0.0,0.0,0.78,0.0,0.0,0.3,0.0,0.04,0.0,0.0,0.0,1.96,1.69,0.0
Surprise,56,0.26,0.0,0.11,0.0,0.0,0.87,0.0,0.0,0.29,0.0,0.03,0.0,0.0,0.0,1.97,1.74,0.0
Surprise,57,0.18,0.0,0.09,0.0,0.0,0.93,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.97,1.77,0.0
Surprise,58,0.14,0.0,0.14,0.0,0.0,0.83,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.07,1.75,0.0
Surprise,59,0.1,0.0,0.26,0.0,0.0,0.82,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,2.09,1.67,0.0
Surprise,60,0.04,0.0,0.37,0.03,0.0,0.77,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2.12,1.56,0.0
Surprise,61,0.0,0.0,0.39,0.03,0.0,0.68,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.04,1.5,0.0
Surprise,62,0.0,0.0,0.4,0.02,0.0,0.52,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.01,1.43,0.0
Surprise,63,0.0,0.0,0.46,0.0,0.0,0.6,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2.02,1.51,0.0
Surprise,64,0.0,0.0,0.58,0.0,0.0,0.9,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.99,1.52,0.0
Surprise,65,0.0,0.0,0.69,0.0,0.02,1.17,0.0,0.01,0.14,0.0,0.06,0.0,0.0,0.0,1.9,1.51,0.0
Surprise,66,0.0,0.0,0.77,0.0,0.13,1.22,0.0,0.01,0.12,0.0,0.09,0.0,0.01,0.0,1.34,1.29,0.0
Surprise,67,0.0,0.0,0.81,0.0,0.25,1.19,0.0,0.03,0.13,0.0,0.13,0.02,0.01,0.0,0.82,1.12,0.0
Surprise,68,0.0,0.0,0.84,0.0,0.39,1.11,0.0,0.1,0.18,0.04,0.1,0.15,0.18,0.0,0.24,0.8,0.0
Surprise,69,0.0,0.0,0.78,0.0,0.46,0.99,0.0,0.2,0.2,0.08,0.15,0.38,0.36,0.02,0.11,0.52,0.0
Surprise,70,0.0,0.0,0.8,0.0,0.55,0.84,0.0,0.34,0.25,0.17,0.29,0.58,0.55,0.02,0.0,0.19,0.0
Surprise,71,0.0,0.0,0.81,0.0,0.61,0.73,0.01,0.43,0.27,0.27,0.35,0.65,0.5,0.06,0.0,0.07,0.0
Surprise,72,0.0,0.0,0.91,0.0,0.67,0.7,0.04,0.52,0.36,0.35,0.39,0.62,0.51,0.06,0.0,0.02,0.0
Surprise,73,0.0,0.0,0.94,0.0,0.77,0.79,0.08,0.56,0.39,0.4,0.34,0.64,0.54,0.1,0.0,0.02,0.0
Surprise,74,0.0,0.0,0.96,0.0,0.86,0.76,0.11,0.65,0.46,0.44,0.45,0.75,0.59,0.11,0.0,0.0,0.0
Surprise,75,0.0,0.0,0.89,0.0,0.91,0.89,0.13,0.67,0.49,0.51,0.43,0.77,0.45,0.12,0.0,0.0,0.0
Surprise,76,0.0,0.0,0.87,0.0,0.94,1.07,0.18,0.74,0.53,0.58,0.41,0.7,0.39,0.08,0.0,0.0,0.0
Surprise,77,0.0,0.0,0.87,0.0,0.98,1.32,0.19,0.78,0.56,0.55,0.29,0.57,0.37,0.04,0.0,0.0,0.0
Surprise,78,0.0,0.0,0.87,0.0,0.99,1.3,0.24,0.78,0.59,0.48,0.32,0.59,0.42,0.06,0.0,0.0,0.0
Surprise,79,0.0,0.0,0.76,0.0,0.95,0.9,0.17,0.64,0.58,0.44,0.38,0.56,0.43,0.07,0.0,0.0,0.0
Surprise,80,0.0,0.0,0.64,0.0,0.85,0.64,0.13,0.49,0.54,0.37,0.41,0.55,0.4,0.1,0.0,0.0,0.0
Surprise,81,0.0,0.0,0.63,0.0,0.82,0.42,0.11,0.43,0.53,0.41,0.45,0.51,0.43,0.09,0.0,0.0,0.0
Surprise,82,0.0,0.0,0.67,0.0,0.83,0.49,0.17,0.48,0.52,0.45,0.46,0.55,0.43,0.13,0.0,0.0,0.0
Surprise,83,0.0,0.0,0.73,0.0,0.9,0.45,0.23,0.56,0.52,0.53,0.51,0.56,0.5,0.1,0.0,0.01,0.0
Surprise,84,0.0,0.0,0.72,0.0,0.96,0.59,0.25,0.6,0.52,0.54,0.47,0.59,0.52,0.1,0.0,0.01,0.0
Surprise,85,0.0,0.0,0.72,0.0,1.03,0.7,0.25,0.57,0.54,0.53,0.48,0.62,0.58,0.09,0.0,0.01,0.0
Surprise,86,0.0,0.0,0.64,0.0,1.05,0.78,0.2,0.5,0.59,0.52,0.54,0.68,0.56,0.15,0.0,0.0,0.0
Surprise,87,0.0,0.0,0.6,0.0,1.05,0.77,0.12,0.42,0.63,0.53,0.67,0.66,0.61,0.14,0.0,0.0,0.0
Surprise,88,0.0,0.0,0.58,0.0,1.0,0.74,0.07,0.38,0.63,0.58,0.63,0.68,0.63,0.15,0.0,0.0,0.0
Surprise,89,0.0,0.0,0.59,0.0,0.96,0.86,0.11,0.34,0.6,0.52,0.51,0.71,0.63,0.15,0.0,0.0,0.0
Surprise,90,0.0,0.0,0.59,0.0,0.96,1.01,0.17,0.38,0.6,0.5,0.47,0.78,0.65,0.15,0.0,0.0,0.0
Surprise,91,0.0,0.0,0.59,0.0,1.0,1.12,0.14,0.44,0.64,0.37,0.49,0.82,0.63,0.14,0.0,0.0,0.0
Surprise,92,0.0,0.0,0.6,0.0,1.05,1.15,0.07,0.51,0.69,0.39,0.56,0.85,0.63,0.1,0.0,0.0,0.0
Surprise,93,0.0,0.0,0.49,0.0,1.01,1.05,0.01,0.5,0.69,0.49,0.51,0.88,0.56,0.11,0.0,0.0,0.1
Surprise,94,0.0,0.0,0.36,0.0,1.03,1.01,0.01,0.5,0.71,0.59,0.59,0.89,0.51,0.11,0.0,0.0,0.15
Surprise,95,0.0,0.0,0.28,0.0,1.01,1.0,0.08,0.45,0.71,0.62,0.59,0.9,0.43,0.14,0.0,0.0,0.15
Surprise,96,0.0,0.0,0.38,0.0,1.04,1.18,0.12,0.37,0.73,0.55,0.55,0.83,0.4,0.13,0.0,0.0,0.05
Surprise,97,0.0,0.0,0.44,0.0,1.03,1.32,0.18,0.27,0.74,0.53,0.43,0.75,0.3,0.14,0.0,0.0,0.0
Surprise,98,0.0,0.0,0.49,0.0,1.06,1.38,0.14,0.3,0.77,0.51,0.41,0.63,0.23,0.11,0.0,0.0,0.02
Surprise,99,0.0,0.0,0.52,0.0,1.06,1.23,0.15,0.39,0.79,0.49,0.35,0.6,0.18,0.09,0.0,0.0,0.09
Surprise,100,0.0,0.0,0.6,0.0,1.08,1.09,0.1,0.47,0.79,0.51,0.35,0.6,0.15,0.08,0.01,0.01,0.1
Surprise,101,0.0,0.0,0.68,0.0,1.06,1.09,0.07,0.45,0.76,0.57,0.38,0.64,0.15,0.08,0.03,0.01,0.13
Surprise,102,0.0,0.0,0.72,0.0,1.07,1.19,0.02,0.44,0.74,0.6,0.45,0.62,0.17,0.05,0.08,0.01,0.09
Surprise,103,0.0,0.0,0.64,0.0,1.03,1.25,0.02,0.46,0.75,0.55,0.47,0.65,0.15,0.05,0.07,0.01,0.11
Surprise,104,0.0,0.0,0.59,0.0,1.04,1.21,0.05,0.5,0.77,0.54,0.46,0.64,0.11,0.09,0.05,0.08,0.08
Surprise,105,0.0,0.0,0.55,0.0,1.06,1.15,0.04,0.46,0.75,0.47,0.46,0.66,0.03,0.16,0.02,0.08,0.12
Surprise,106,0.0,0.0,0.63,0.0,1.14,1.14,0.04,0.38,0.75,0.54,0.39,0.61,0.0,0.16,0.06,0.07,0.19
Surprise,107,0.0,0.0,0.67,0.0,1.2,1.08,0.03,0.29,0.74,0.55,0.34,0.57,0.0,0.17,0.13,0.0,0.3
Surprise,108,0.0,0.0,0.64,0.0,1.28,0.95,0.03,0.24,0.78,0.59,0.21,0.48,0.0,0.18,0.16,0.0,0.4
Surprise,109,0.0,0.0,0.55,0.0,1.32,0.96,0.05,0.22,0.78,0.51,0.15,0.41,0.0,0.21,0.18,0.0,0.47
Surprise,110,0.0,0.0,0.42,0.0,1.34,1.21,0.08,0.26,0.77,0.37,0.09,0.39,0.0,0.23,0.15,0.0,0.49
Anger,1,1.7,2.3,0.0,2.12,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.55,0.0,1.2,0.0,1.49,0.0
Anger,2,1.68,1.95,0.0,0.71,0.0,0.0,0.0,0.0,0.09,0.01,0.06,0.96,0.0,1.02,0.0,1.52,1.04
Anger,3,1.31,1.41,0.15,0.0,0.0,0.0,0.0,0.03,0.08,0.13,0.06,1.05,0.0,0.86,0.0,1.31,1.58
Anger,4,0.82,0.71,0.36,0.0,0.0,0.0,0.0,0.08,0.05,0.27,0.0,0.99,0.0,0.74,0.0,0.9,1.85
Anger,5,0.42,0.24,0.57,0.0,0.02,0.0,0.0,0.13,0.13,0.52,0.11,1.04,0.04,0.7,0.0,0.84,1.25
Anger,6,0.25,0.1,0.67,0.0,0.1,0.0,0.0,0.17,0.15,0.66,0.23,1.05,0.26,0.59,0.0,0.78,0.91
Anger,7,0.11,0.1,0.64,0.0,0.21,0.0,0.0,0.13,0.14,0.73,0.38,0.96,0.54,0.38,0.14,0.6,0.55
Anger,8,0.03,0.08,0.62,0.0,0.34,0.0,0.0,0.11,0.11,0.58,0.51,0.69,0.88,0.12,0.43,0.22,0.31
Anger,9,0.02,0.0,0.61,0.0,0.43,0.0,0.0,0.06,0.1,0.47,0.61,0.6,1.01,0.0,0.78,0.0,0.11
Anger,10,0.02,0.0,0.66,0.0,0.53,0.0,0.0,0.13,0.17,0.42,0.69,0.36,1.01,0.0,0.97,0.0,0.0
Anger,11,0.02,0.0,0.74,0.0,0.59,0.0,0.0,0.17,0.24,0.3,0.61,0.19,0.93,0.0,1.21,0.0,0.0
Anger,12,0.0,0.0,0.58,0.0,0.64,0.0,0.1,0.3,0.43,0.25,0.54,0.0,0.74,0.0,1.59,0.05,0.0
Anger,13,0.0,0.0,0.48,0.0,0.63,0.0,0.19,0.42,0.65,0.13,0.32,0.0,0.47,0.0,1.91,0.05,0.07
Anger,14,0.0,0.0,0.29,0.0,0.55,0.0,0.2,0.54,0.84,0.13,0.27,0.0,0.17,0.0,2.11,0.05,0.13
Anger,15,0.0,0.0,0.23,0.0,0.43,0.23,0.1,0.49,0.87,0.04,0.13,0.02,0.01,0.0,2.15,0.0,0.13
Anger,16,0.0,0.0,0.09,0.0,0.33,0.43,0.01,0.41,0.86,0.07,0.12,0.02,0.0,0.0,2.24,0.0,0.1
Anger,17,0.0,0.0,0.01,0.0,0.27,0.58,0.02,0.37,0.82,0.11,0.01,0.09,0.0,0.0,2.32,0.15,0.11
Anger,18,0.0,0.0,0.0,0.0,0.29,0.6,0.02,0.46,0.88,0.11,0.0,0.15,0.0,0.0,2.29,0.2,0.11
Anger,19,0.01,0.0,0.0,0.0,0.3,0.76,0.07,0.5,0.88,0.06,0.0,0.23,0.0,0.0,2.23,0.25,0.08
Anger,20,0.03,0.0,0.07,0.02,0.31,0.77,0.06,0.49,0.9,0.12,0.0,0.22,0.0,0.0,2.13,0.14,0.0
Anger,21,0.03,0.0,0.09,0.02,0.26,0.62,0.06,0.45,0.85,0.27,0.0,0.23,0.0,0.0,1.9,0.12,0.0
Anger,22,0.03,0.0,0.1,0.02,0.25,0.43,0.01,0.47,0.8,0.33,0.0,0.17,0.0,0.0,1.6,0.06,0.0
Anger,23,0.01,0.0,0.13,0.01,0.25,0.35,0.01,0.48,0.7,0.48,0.0,0.18,0.0,0.0,1.02,0.05,0.0
Anger,24,0.01,0.0,0.22,0.0,0.27,0.42,0.02,0.56,0.66,0.6,0.0,0.22,0.0,0.0,0.7,0.09,0.0
Anger,25,0.0,0.0,0.27,0.1,0.23,0.31,0.02,0.52,0.61,0.91,0.0,0.51,0.0,0.0,0.38,0.26,0.0
Anger,26,0.0,0.0,0.24,0.19,0.19,0.24,0.0,0.53,0.65,1.06,0.0,0.63,0.0,0.05,0.25,0.29,0.0
Anger,27,0.0,0.0,0.18,0.19,0.16,0.08,0.0,0.48,0.64,1.15,0.0,0.67,0.0,0.12,0.07,0.28,0.0
Anger,28,0.0,0.0,0.13,0.0,0.17,0.07,0.0,0.52,0.64,1.1,0.0,0.48,0.0,0.23,0.0,0.15,0.0
Anger,1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.45,0.95,1.2,0.0,0.0,0.0
Anger,2,0.11,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.23,0.8,0.68,0.0,0.23,0.0
Anger,3,0.15,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1.1,0.85,0.39,0.0,0.25,0.0
Anger,4,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.98,0.89,0.33,0.0,0.17,0.0
Anger,5,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.87,0.89,0.22,0.0,0.2,0.0
Anger,6,0.47,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.83,0.55,0.12,0.0,0.38,0.75
Anger,7,1.06,0.06,0.25,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.1,0.87,0.27,0.0,0.25,0.56,1.63
Anger,8,1.49,0.08,0.54,0.0,0.0,0.06,0.0,0.0,0.26,0.0,0.16,1.03,0.02,0.0,0.73,0.55,2.31
Anger,9,1.2,0.04,0.79,0.0,0.0,0.19,0.0,0.0,0.24,0.0,0.16,1.16,0.07,0.0,1.15,0.35,2.08
Anger,10,0.63,0.02,0.81,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.06,1.26,0.07,0.0,1.22,0.18,1.26
Anger,11,0.24,0.01,0.56,0.0,0.0,0.13,0.0,0.0,0.07,0.0,0.0,1.15,0.19,0.0,0.76,0.21,0.59
Anger,12,0.13,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.07,0.3,0.0,0.35,0.29,0.07
Anger,13,0.09,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,1.11,0.3,0.05,0.04,0.36,0.0
Anger,14,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,1.25,0.31,0.05,0.0,0.27,0.0
Anger,15,0.14,0.1,0.04,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.03,1.39,0.28,0.05,0.0,0.24,0.0
Anger,16,0.26,0.01,0.06,0.0,0.0,0.04,0.0,0.01,0.16,0.0,0.0,1.39,0.3,0.0,0.1,0.28,0.0
Anger,17,0.29,0.01,0.1,0.0,0.0,0.04,0.0,0.04,0.27,0.0,0.0,1.37,0.16,0.0,0.23,0.39,0.0
Anger,18,0.14,0.0,0.19,0.0,0.0,0.0,0.12,0.05,0.38,0.0,0.0,1.14,0.02,0.0,0.27,0.35,0.0
Anger,19,0.02,0.0,0.35,0.0,0.0,0.0,0.21,0.18,0.46,0.0,0.0,0.94,0.07,0.0,0.34,0.37,0.0
Anger,20,0.0,0.01,0.43,0.0,0.0,0.0,0.32,0.21,0.57,0.0,0.0,0.77,0.07,0.0,0.38,0.23,0.0
Anger,21,0.0,0.01,0.54,0.0,0.0,0.0,0.22,0.24,0.57,0.0,0.0,0.83,0.07,0.0,0.4,0.25,0.11
Anger,22,0.0,0.01,0.54,0.0,0.0,0.0,0.17,0.11,0.49,0.0,0.0,0.93,0.0,0.04,0.23,0.08,0.11
Anger,23,0.0,0.0,0.57,0.05,0.0,0.0,0.06,0.05,0.33,0.0,0.0,1.04,0.1,0.22,0.07,0.04,0.11
Anger,24,0.0,0.0,0.44,0.05,0.0,0.0,0.05,0.0,0.24,0.0,0.0,1.01,0.1,0.4,0.01,0.01,0.0
Anger,25,0.0,0.0,0.32,0.15,0.0,0.0,0.06,0.0,0.14,0.0,0.0,0.79,0.1,0.61,0.01,0.0,0.0
Anger,26,0.0,0.0,0.32,0.09,0.0,0.0,0.09,0.0,0.14,0.0,0.0,0.76,0.0,0.68,0.11,0.0,0.0
Anger,27,0.0,0.0,0.39,0.29,0.0,0.0,0.09,0.0,0.11,0.0,0.0,0.66,0.0,0.69,0.26,0.0,0.0
Anger,28,0.0,0.0,0.33,0.41,0.0,0.0,0.03,0.0,0.12,0.0,0.0,0.69,0.0,0.58,0.43,0.0,0.0
Anger,29,0.0,0.0,0.16,0.61,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.4,0.0,0.42,0.65,0.14,0.0
Anger,30,0.0,0.0,0.02,0.57,0.0,0.0,0.0,0.0,0.12,0.0,0.05,0.27,0.0,0.3,0.62,0.14,0.0
Anger,31,0.11,0.17,0.07,0.55,0.01,0.02,0.0,0.0,0.19,0.0,0.08,0.19,0.0,0.19,0.62,0.14,0.0
Anger,32,0.11,0.32,0.08,0.39,0.01,0.02,0.0,0.0,0.12,0.0,0.1,0.17,0.0,0.1,0.58,0.05,0.0
Anger,33,0.11,0.32,0.06,0.23,0.01,0.02,0.0,0.0,0.08,0.0,0.2,0.11,0.0,0.04,0.83,0.18,0.0
Anger,34,0.0,0.15,0.05,0.03,0.0,0.0,0.0,0.0,0.05,0.0,0.33,0.03,0.0,0.0,0.88,0.25,0.15
Anger,35,0.39,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.48,0.12,0.0,0.0,0.93,0.19,0.91
Anger,36,1.02,0.18,0.29,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.54,0.12,0.0,0.0,1.15,0.07,1.71
Anger,37,1.32,0.18,0.42,0.0,0.0,0.1,0.0,0.0,0.35,0.0,0.51,0.08,0.0,0.0,1.51,0.0,2.33
Anger,38,1.04,0.2,0.3,0.0,0.0,0.49,0.01,0.0,0.44,0.0,0.46,0.0,0.0,0.0,1.98,0.0,2.19
Anger,39,0.42,0.02,0.22,0.0,0.02,0.77,0.03,0.0,0.45,0.0,0.55,0.04,0.0,0.0,2.23,0.05,1.81
Anger,40,0.11,0.02,0.09,0.0,0.04,1.07,0.04,0.0,0.48,0.0,0.67,0.05,0.0,0.0,2.5,0.09,1.54
Anger,41,0.0,0.0,0.09,0.0,0.06,1.01,0.03,0.0,0.45,0.0,0.79,0.05,0.0,0.0,2.56,0.18,1.4
Anger,42,0.0,0.0,0.15,0.0,0.06,1.02,0.02,0.0,0.46,0.0,0.84,0.01,0.0,0.0,2.6,0.2,1.49
Anger,43,0.0,0.0,0.18,0.0,0.07,0.89,0.02,0.0,0.48,0.0,0.89,0.0,0.0,0.0,2.59,0.24,1.53
Anger,44,0.0,0.0,0.21,0.0,0.09,0.87,0.01,0.0,0.48,0.0,0.93,0.0,0.0,0.0,2.58,0.21,1.54
Anger,45,0.0,0.0,0.22,0.0,0.1,0.88,0.0,0.0,0.48,0.0,0.91,0.0,0.0,0.0,2.58,0.19,1.54
Anger,46,0.0,0.0,0.23,0.0,0.1,0.9,0.0,0.0,0.47,0.0,0.89,0.0,0.0,0.0,2.6,0.14,1.54
Anger,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.5,0.0,0.07,0.03,0.21,0.18,0.0,0.15
Anger,2,0.15,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.67,0.6,0.02,0.05,0.01,0.2,0.2,0.03,0.13
Anger,3,0.22,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.78,0.77,0.04,0.1,0.0,0.13,0.16,0.03,0.12
Anger,4,0.19,0.38,0.1,0.0,0.0,0.0,0.02,0.0,0.88,0.8,0.01,0.11,0.0,0.11,0.06,0.0,0.26
Anger,5,0.15,0.3,0.13,0.0,0.0,0.0,0.02,0.0,0.88,0.88,0.01,0.15,0.0,0.11,0.05,0.0,0.25
Anger,6,0.1,0.1,0.13,0.0,0.0,0.0,0.04,0.0,0.85,0.9,0.0,0.12,0.0,0.18,0.08,0.0,0.21
Anger,7,0.06,0.07,0.04,0.0,0.0,0.0,0.02,0.0,0.77,0.99,0.0,0.2,0.0,0.22,0.08,0.0,0.07
Anger,8,0.08,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.69,0.95,0.0,0.22,0.0,0.34,0.04,0.0,0.1
